Gene	Gene synonym	Ensembl
ZBTB25	C14orf51, KUP, ZNF46	ENSG00000089775
NECAP1	DKFZP566B183	ENSG00000089818
ARHGAP4	C1, KIAA0131, p115, RhoGAP4, SrGAP4	ENSG00000089820
ANKRD24	KIAA1981	ENSG00000089847
DHX32	DDX32, DHLP1, FLJ10694, FLJ10889	ENSG00000089876
RCOR1	COREST, KIAA0071, RCOR	ENSG00000089902
GPATCH2L	C14orf118, FLJ10033, FLJ20689	ENSG00000089916
LTBP4	FLJ46318, FLJ90018, LTBP-4, LTBP-4L	ENSG00000090006
BLVRB	FLR, SDR43U1	ENSG00000090013
SLC9A1	APNH, NHE-1, NHE1, PPP1R143	ENSG00000090020
SPTLC1	hLCB1, HSAN1, HSN1, LCB1, SPTI	ENSG00000090054
PAPOLA	PAP	ENSG00000090060
CCNK	CPR4	ENSG00000090061
PCBP4	LIP4, MCG10	ENSG00000090097
RGS1	1R20, BL34, IER1, IR20	ENSG00000090104
YPEL3	MGC10500	ENSG00000090238
MRPS33	CGI-139	ENSG00000090263
NDUFB2	AGGG, CI-AGGG	ENSG00000090266
NUDC		ENSG00000090273
MAEA	EMP, GID9, HLC-10, p44EMLP	ENSG00000090316
ICAM1	BB2, CD54	ENSG00000090339
STRN4	PPP2R6C, ZIN	ENSG00000090372
IRAK3	IRAK-M	ENSG00000090376
LYZ		ENSG00000090382
SI		ENSG00000090402
MUL1	C1orf166, FLJ12875, GIDE, MAPL, MULAN, RNF218	ENSG00000090432
TFAP4	AP-4, bHLHc41	ENSG00000090447
PDCD7	59K, ES18, HES18	ENSG00000090470
SPG21	ABHD21, ACP33, BM-019, GL010, MAST	ENSG00000090487
FETUB		ENSG00000090512
DNAJB11	EDJ, ERdj3, HEDJ	ENSG00000090520
P3H2	FLJ10718, LEPREL1, MLAT4	ENSG00000090530
THPO	MGDF, MPLLG, TPO	ENSG00000090534
CHRD		ENSG00000090539
FLT3LG		ENSG00000090554
RAB11FIP3	eferin, KIAA0665, Rab11-FIP3	ENSG00000090565
GNPTG	C16orf27, c316G12.3, CAB56184, GNPTAG	ENSG00000090581
ZNF268	HZF3	ENSG00000090612
GOLGA3	GCP170, golgin-160, MEA-2	ENSG00000090615
PABPC4	APP-1, iPABP	ENSG00000090621
CD209	CDSIGN, CLEC4L, DC-SIGN, DC-SIGN1, hDC-SIGN	ENSG00000090659
CERS4	FLJ12089, LASS4, Trh1	ENSG00000090661
MCOLN1	ML4, MLIV, MST080, MSTP080, TRPM-L1, TRPML1	ENSG00000090674
USP48	FLJ11328, FLJ20103, FLJ23054, FLJ23277, MGC14879, USP31	ENSG00000090686
EFNB1	CFNS, Elk-L, EPLG2, LERK2	ENSG00000090776
PDPR	PDP3	ENSG00000090857
AARS1	AARS, AlaRS, CMT2N	ENSG00000090861
GLG1	CFR-1, ESL-1, MG-160	ENSG00000090863
KIF4A	FLJ12530, FLJ12655, FLJ14204, FLJ20631, HSA271784, KIF4, KIF4-G1, MRX100	ENSG00000090889
TNRC6A	CAGH26, GW182, KIAA1460, TNRC6	ENSG00000090905
PLEKHG2	ARHGEF42, CLG, FLJ00018	ENSG00000090924
DLL3	SCDO1	ENSG00000090932
NAT14	KLP1	ENSG00000090971
PITPNM2	NIR3, RDGB2, RDGBA2	ENSG00000090975
EXOC1	BM-102, FLJ10893, SEC3, SEC3L1, Sec3p	ENSG00000090989
RBM27	ARRS1, KIAA1311, Psc1, ZC3H20	ENSG00000091009
POU4F3	BRN3C, DFNA15, DFNA42, DFNA52	ENSG00000091010
OSBPL8	MST120, MSTP120, ORP8, OSBP10	ENSG00000091039
DTX2	KIAA1528, RNF58	ENSG00000091073
NLRC4	CARD12, CLAN, CLAN1, CLANA, CLANB, CLANC, CLAND, CLR2.1, ipaf	ENSG00000091106
PUS7	FLJ20485	ENSG00000091127
LAMB4		ENSG00000091128
NRCAM	Bravo, KIAA0343	ENSG00000091129
LAMB1	CLM	ENSG00000091136
SLC26A4	DFNB4, PDS	ENSG00000091137
SLC26A3	CLD, DRA	ENSG00000091138
DLD	DLDH, E3, GCSL, LAD, OGDC-E3	ENSG00000091140
WDR7	KIAA0541, TRAG	ENSG00000091157
TXNL1	TRP32, Txl, TXNL	ENSG00000091164
IL5RA	CD125, CDw125, IL5R	ENSG00000091181
ABCC6	ARA, EST349056, MLP1, MRP6, PXE, URG7	ENSG00000091262
CMTM6	CKLFSF6, FLJ20396	ENSG00000091317
ITGA6	CD49f	ENSG00000091409
RAPGEF4	cAMP-GEFII, CGEF2	ENSG00000091428
MAP3K20	MLK7, MLTK, MLTKalpha, MLTKbeta, MRK, ZAK	ENSG00000091436
SMPX	Chisel, Csl, DFN6, DFNX4	ENSG00000091482
FH		ENSG00000091483
SEL1L3	KIAA0746	ENSG00000091490
TF	PRO1557, PRO2086	ENSG00000091513
CDV3	H41	ENSG00000091527
MYO15A	DFNB3, MYO15	ENSG00000091536
ALKBH5	FLJ20308, OFOXD1	ENSG00000091542
APOH	B2G1, BG	ENSG00000091583
NLRP1	CARD7, CLR17.1, DEFCAP, DKFZp586O1822, KIAA0926, NAC, NALP1, SLEV1, VAMAS1	ENSG00000091592
PITPNM3	ACKR6, CORD5, NIR1, RDGBA3	ENSG00000091622
SPAG7	ACRP, FSA-1, MGC20134	ENSG00000091640
ORC6	ORC6L	ENSG00000091651
ZFHX4	FLJ20980, ZFH4	ENSG00000091656
SLC17A6	DNPI, VGLUT2	ENSG00000091664
CPA1	CPA	ENSG00000091704
ZC3HC1	NIPA	ENSG00000091732
ESR1	ER-alpha, Era, ESR, NR3A1	ENSG00000091831
RGS17	RGS-17, RGSZ2	ENSG00000091844
ANGPT2	Ang2	ENSG00000091879
TMEM101	FLJ23987, MGC4251	ENSG00000091947
CD200	MOX1, MOX2, MRC, OX-2	ENSG00000091972
CCDC80	CL2, DRO1, LINC01279, SSG1, TCONS_00006930, URB	ENSG00000091986
CMA1		ENSG00000092009
PSME1	IFI5111, PA28alpha	ENSG00000092010
PPP2R3C	C14orf10, FLJ20644, G4-1, G5PR	ENSG00000092020
HAUS4	C14orf94, FLJ20424	ENSG00000092036
JPH4	JPHL1, KIAA1831	ENSG00000092051
MYH7	CMD1S, CMH1, MPD1	ENSG00000092054
CEBPE	CRP1	ENSG00000092067
SLC7A8	LAT2, LPI-PC1	ENSG00000092068
OSGEP	GCPL1, KAE1, OSGEP1, PRSMG1, TCS3	ENSG00000092094
SLC22A17	BOCT, BOIT, NGALR	ENSG00000092096
RNF31	FLJ10111, FLJ23501, HOIP, Paul, ZIBRA	ENSG00000092098
SCFD1	C14orf163, KIAA0917, RA410, SLY1, STXBP1L2	ENSG00000092108
G2E3	FLJ20333, KIAA1333, PHF7B	ENSG00000092140
HECTD1	KIAA1131	ENSG00000092148
HNRNPC	HNRPC	ENSG00000092199
RPGRIP1	CORD13, LCA6, RGI1, RPGRIP	ENSG00000092200
SUPT16H	CDC68, FACT, FACTP140, FLJ10857, FLJ14010, SPT16/CDC68	ENSG00000092201
TOX4	C14orf92, KIAA0737, LCP1	ENSG00000092203
GEMIN2	SIP1	ENSG00000092208
TGM1	ICR2, LI, LI1, TGASE, TGK	ENSG00000092295
TINF2	TIN2	ENSG00000092330
DAZL	DAZH, DAZL1, DAZLA, MGC26406, SPGYLA	ENSG00000092345
TBL1Y	TBL1	ENSG00000092377
SEMA6A	HT018, KIAA1368, SEMA, SEMA6A1, SEMAQ	ENSG00000092421
TRPM7	CHAK1, LTRPC7, TRP-PLIK	ENSG00000092439
TYRO3	Brt, Dtk, Etk-2, Rek, RSE, Sky, Tif	ENSG00000092445
WDR76	FLJ12973	ENSG00000092470
CAPN3	CANP3, LGMD2, LGMD2A, nCL-1, p94	ENSG00000092529
SNAP23	HsT17016, SNAP23A, SNAP23B	ENSG00000092531
TBX15	TBX14	ENSG00000092607
PHGDH	PDG, PGDH, SERA	ENSG00000092621
COL9A3	DJ885L7.4.1, EDM3, FLJ90759, IDD, MED	ENSG00000092758
EZR	VIL2	ENSG00000092820
MYL6	ESMLC, MLC1SM, MLC3NM	ENSG00000092841
AGO1	EIF2C1, hAGO1	ENSG00000092847
TEKT2	TEKTB1	ENSG00000092850
CLSPN		ENSG00000092853
RFFL	CARP-2, CARP2, fring, rififylin, RNF189, RNF34L	ENSG00000092871
UNC13D	Munc13-4	ENSG00000092929
MFSD11	FLJ20226, FLJ22196	ENSG00000092931
DPYSL2	CRMP2, DHPRP2, DRP-2, DRP2	ENSG00000092964
TGFB2		ENSG00000092969
GPATCH2	CT110, FLJ10252, GPATC2, Pfa1, PPP1R30	ENSG00000092978
NUP50	NPAP60L	ENSG00000093000
CDC45	CDC45L, CDC45L2	ENSG00000093009
COMT		ENSG00000093010
ADA2	ADGF, CECR1, IDGFL	ENSG00000093072
ECHDC1	dJ351K20.2	ENSG00000093144
LRRFIP2	HUFI-2	ENSG00000093167
SEC22C	MGC13261, MGC5373, SEC22L3	ENSG00000093183
XYLB	FLJ10343, FLJ12539	ENSG00000093217
HDAC6	FLJ16239, HD6, JM21, KIAA0901, PPP1R90	ENSG00000094631
OR1I1	OR19-20, OR1I1P, OR1I1Q	ENSG00000094661
GABRP		ENSG00000094755
KRT31	Ha-1, KRTHA1	ENSG00000094796
CDC6	CDC18L	ENSG00000094804
UPRT	DKFZp781E1243, FUR1, MGC23937, RP11-311P8.3	ENSG00000094841
CDC23	ANAPC8, APC8, CUT23	ENSG00000094880
AAAS		ENSG00000094914
CBX5	HP1, HP1-ALPHA, HP1Hs-alpha	ENSG00000094916
FMO2		ENSG00000094963
SUCO	C1orf9, CH1, OPT, SLP1	ENSG00000094975
MSH2	COCA1, HNPCC, HNPCC1, MSH-2	ENSG00000095002
MAP3K1	MAPKKK1, MEKK, MEKK1	ENSG00000095015
DHPS	MIG13	ENSG00000095059
HOOK2	HK2	ENSG00000095066
NXPE1	FAM55A, MGC34290	ENSG00000095110
ARCN1	COPD	ENSG00000095139
EPB41L4B	EHM2, LULU2	ENSG00000095203
TMEM38B	bA219P18.1, C9orf87, D4Ertd89e, FLJ10493, TRIC-B	ENSG00000095209
PSMD5	KIAA0072, S5B	ENSG00000095261
PTGS1	COX1, PGHS-1, PTGHS	ENSG00000095303
NUP188	KIAA0169	ENSG00000095319
CRAT	CAT1	ENSG00000095321
SH2D3C	NSP3	ENSG00000095370
NANS	SAS	ENSG00000095380
TBC1D2	Armus, PARIS1, TBC1D2A	ENSG00000095383
WHRN	CIP98, DFNB31, PDZD7B, USH2D	ENSG00000095397
PDE6C	ACHM5, COD4, PDEA2	ENSG00000095464
CWF19L1	FLJ10998, hDrn1	ENSG00000095485
SEMA4G	FLJ20590, KIAA1619	ENSG00000095539
BTAF1	MOT1, TAF-172, TAF(II)170, TAF172, TAFII170	ENSG00000095564
IKZF5	FLJ22973, Pegasus, ZNFN1A5	ENSG00000095574
BLNK	BASH, bca, BLNK-s, Ly57, SLP-65, SLP65	ENSG00000095585
TLL2		ENSG00000095587
CYP26A1	CP26, CYP26, P450RAI, P450RAI1	ENSG00000095596
TDRD1	CT41.1	ENSG00000095627
SORBS1	CAP, FLJ12406, KIAA1296, ponsin, SH3D5, sh3p12	ENSG00000095637
CRTAC1	ASPIC1, CEP-68, FLJ10320	ENSG00000095713
BAMBI	NMA	ENSG00000095739
IL11	AGIF, IL-11	ENSG00000095752
MYO3A	DFNB30	ENSG00000095777
WAC	BM-016, FLJ31290, MGC10753, PRO1741, Wwp4	ENSG00000095787
CREM	hCREM-2	ENSG00000095794
NUBP2	CFD1, CIAO6	ENSG00000095906
TPSD1		ENSG00000095917
SMIM24	C19orf77, HSPC323	ENSG00000095932
HIVEP1	CIRIP, CRYBP1, MBP-1, PRDII-BF1, Schnurri-1, ZAS1, ZNF40, ZNF40A	ENSG00000095951
TREM2	TREM-2, Trem2a, Trem2b, Trem2c	ENSG00000095970
KCNK16	K2p16.1, TALK-1, TALK1	ENSG00000095981
CRISP3	Aeg2, CRISP-3, CRS3, dJ442L6.3, SGP28	ENSG00000096006
FKBP5	FKBP51, FKBP54, P54, PPIase, Ptg-10	ENSG00000096060
SRPK1	SFRSK1	ENSG00000096063
BRPF3	KIAA1286	ENSG00000096070
MRPS18A	FLJ10548, MRPS18-3	ENSG00000096080
PGC		ENSG00000096088
TMEM14A	C6orf73, PTD011	ENSG00000096092
EFHC1	EJM, EJM1, FLJ10466, POC9, RIB72	ENSG00000096093
NCR2	CD336, LY95, NK-p44	ENSG00000096264
HSP90AB1	HSPC2, HSPCB	ENSG00000096384
MLN		ENSG00000096395
CDC5L	CDC5, CEF1, hCDC5, PCDC5RP	ENSG00000096401
ITPR3	IP3R3	ENSG00000096433
ZNF184		ENSG00000096654
DSP	DPI, DPII, KPPS2, PPKS2	ENSG00000096696
SIRT1	SIR2L1	ENSG00000096717
HNRNPH3	2H9, HNRPH3	ENSG00000096746
IFT74	CCDC2, CMG-1, CMG1, FLJ22621	ENSG00000096872
JAK2	JTK10	ENSG00000096968
IL12RB1	CD212, IL12RB	ENSG00000096996
ABL1	ABL, c-ABL, JTK7, p150	ENSG00000097007
ACOT7	ACH1, ACT, BACH, CTE-II, hBACH, LACH1, MGC1126	ENSG00000097021
SH3GLB1	Bif-1, CGI-61, KIAA0491, PPP1R70	ENSG00000097033
CDC7	CDC7L1, HsCdc7, Hsk1, huCdc7	ENSG00000097046
SYDE2	FLJ13815	ENSG00000097096
PCSK5	PC5, PC6, SPC6	ENSG00000099139
SCD	FADS5, SCD1, SCDOS	ENSG00000099194
TMED1	Il1rl1l, IL1RL1LG, MGC1270, p24g1, p24gamma1, ST2L	ENSG00000099203
ABLIM1	ABLIM, LIMAB1, limatin	ENSG00000099204
ERMP1	FLJ23309, FXNA, KIAA1815	ENSG00000099219
RAB18		ENSG00000099246
NRP1	CD304, NRP, VEGF165R	ENSG00000099250
PRTFDC1	HHGP	ENSG00000099256
PALMD	C1orf11, FLJ20271, PALML	ENSG00000099260
TSPAN15	NET-7, TM4SF15	ENSG00000099282
MACROH2A2	H2AFY2	ENSG00000099284
WASHC2A	bA56A21.1, bA98I6.1, FAM21A, FAM21B, FLJ10824	ENSG00000099290
MAST3	KIAA0561	ENSG00000099308
MZF1	MZF-1, MZF1B, Zfp98, ZNF42, ZSCAN6	ENSG00000099326
OCEL1	FLJ22709	ENSG00000099330
MYO9B	CELIAC4	ENSG00000099331
KCNK6	K2p6.1, TWIK-2	ENSG00000099337
CATSPERG	C19orf15, DKFZp434A1022, FLJ46353	ENSG00000099338
PSMD8	HIP6, HYPF, Nin1p, p31, Rpn12, S14	ENSG00000099341
FBXL19	CXXC11, DKFZp434K0410, Fbl19, JHDM1C	ENSG00000099364
STX1B	STX1B1, STX1B2	ENSG00000099365
HSD3B7	C(27)-3BETA-HSD, SDR11E3	ENSG00000099377
SETD1A	KIAA0339, KMT2F, Set1, SET1A	ENSG00000099381
BCL7C	SMARCJ3	ENSG00000099385
MAGEB2	CT3.2, DAM6, MAGE-XP-2, MGC26438	ENSG00000099399
EFNA2	ELF-1, EPLG6, LERK6	ENSG00000099617
CIRBP	CIRP	ENSG00000099622
ATP5F1D	ATP5D	ENSG00000099624
CBARP	BARP, C19orf26, DOS, MGC40084	ENSG00000099625
PCDH11Y	PCDH22, PCDHY	ENSG00000099715
AMELY	AMGL	ENSG00000099721
IGFALS	ALS	ENSG00000099769
HNRNPM	CEAR, HNRNPM4, HNRPM, HNRPM4, HTGR1, NAGR1	ENSG00000099783
MARCHF2	HSPC240, MARCH-II, MARCH2, RNF172	ENSG00000099785
NDUFB7	B18, CI-B18, MGC2480	ENSG00000099795
TECR	GPSN2, MRT14, SC2, TER	ENSG00000099797
TIMM13	Tim13, TIMM13B	ENSG00000099800
CDC34	E2-CDC34, UBC3, UBE2R1	ENSG00000099804
MTAP	c86fus, MSAP	ENSG00000099810
MISP	C19orf21, Caprice, DKFZp686H18209, MISP1	ENSG00000099812
CEP170B	Cep170R, FAM68C, KIAA0284	ENSG00000099814
POLR2E	hRPB25, hsRPB5, RPABC1, RPB5, XAP4	ENSG00000099817
POLRMT	APOLMT, h-mtRPOL, MTRNAP, MTRPOL	ENSG00000099821
HCN2	BCNG-2, BCNG2, HAC-1	ENSG00000099822
CDHR5	FLJ20219, MU-PCDH, MUCDHL, MUPCDH	ENSG00000099834
IZUMO4	C19orf36	ENSG00000099840
RASSF7	C11orf13, CFAP88, FAP88, HRAS1, HRC1	ENSG00000099849
GADD45B	DKFZP566B133, GADD45BETA, MYD118	ENSG00000099860
PALM	KIAA0270, PALM1	ENSG00000099864
MADCAM1	MACAM1	ENSG00000099866
MKNK2	GPRK7, MNK2	ENSG00000099875
ARVCF		ENSG00000099889
TRMT2A	HTF9C	ENSG00000099899
RANBP1	HTF9A	ENSG00000099901
ZDHHC8	DHHC8, KIAA1292, ZNF378	ENSG00000099904
KLHL22	FLJ14360, KELCHL	ENSG00000099910
MED15	Arc105, CAG7A, PCQAP, TIG-1, TNRC7	ENSG00000099917
SERPIND1	D22S673, HC-II, HC2, HCF2, HLS2	ENSG00000099937
SNAP29	CEDNIK, SNAP-29	ENSG00000099940
CRKL		ENSG00000099942
LZTR1	BTBD29, LZTR-1	ENSG00000099949
MMP11	STMY3	ENSG00000099953
CECR2	KIAA1740	ENSG00000099954
SMARCB1	BAF47, hSNFS, INI-1, Ini1, PPP1R144, RDT, Sfh1p, SNF5, SNF5L1, Snr1	ENSG00000099956
P2RX6	MGC129625, P2RXL1, P2X6, P2XM	ENSG00000099957
DERL3	C22orf14, derlin-3, FLJ43842, IZP6, MGC71803	ENSG00000099958
SLC7A4	CAT-4, HCAT3, VH	ENSG00000099960
BCL2L13	BCL-RAMBO, MIL1	ENSG00000099968
DDTL		ENSG00000099974
DDT	D-DT, DDCT, MIF-2, MIF2	ENSG00000099977
GSTT2		ENSG00000099984
OSM	MGC20461	ENSG00000099985
CABIN1	KIAA0330, PPP3IN	ENSG00000099991
TBC1D10A	AC004997.C22.2, EPI64, TBC1D10	ENSG00000099992
SUSD2	BK65A6.2, FLJ22778, W5C5	ENSG00000099994
SF3A1	Prp21, PRPF21, SAP114, SF3a120	ENSG00000099995
GGT5	GGT-REL, GGTLA1	ENSG00000099998
RNF215		ENSG00000099999
SEC14L2	C22orf6, KIAA1186, KIAA1658, SPF, TAP, TAP1	ENSG00000100003
SEC14L3	TAP2	ENSG00000100012
SPECC1L	CYTSA, KIAA0376	ENSG00000100014
PPIL2	CYC4, Cyp-60, UBOX7	ENSG00000100023
UPB1	BUP1	ENSG00000100024
YPEL1		ENSG00000100027
SNRPD3	Sm-D3, SMD3	ENSG00000100028
PES1	NOP7, PES	ENSG00000100029
MAPK1	ERK, ERK2, MAPK2, p41mapk, PRKM1, PRKM2	ENSG00000100030
GGT1	CD224, D22S672, D22S732, GGT	ENSG00000100031
PRODH	HSPOX2, PIG6, PRODH1, PRODH2, TP53I6	ENSG00000100033
PPM1F	CAMKP, CaMKPase, FEM-2, KIAA0015, POPX2	ENSG00000100034
SLC35E4		ENSG00000100036
TOP3B		ENSG00000100038
CRYBB3	CRYB3	ENSG00000100053
CYTH4	CYT4, cytohesin-4, PSCD4	ENSG00000100055
ESS2	bis1, DGCR13, DGCR14, DGS-H, DGSI, ES2, Es2el, ESS-2	ENSG00000100056
MFNG		ENSG00000100060
CARD10	BIMP1, CARMA3	ENSG00000100065
SLC25A1	CTP, SLC20A3	ENSG00000100075
GRK3	ADRBK2, BARK2	ENSG00000100077
PLA2G3	GIII-SPLA2	ENSG00000100078
LGALS2	HL14	ENSG00000100079
GGA1		ENSG00000100083
HIRA	DGCR1, TUP1, TUPLE1	ENSG00000100084
SH3BP1	ARHGAP43	ENSG00000100092
SEZ6L		ENSG00000100095
LGALS1	GBP	ENSG00000100097
HPS4	BLOC3S2, KIAA1667, LE	ENSG00000100099
PIK3IP1	HGFL, MGC17330, TrIP	ENSG00000100100
SRRD	HC/HCC, SRR1L	ENSG00000100104
PATZ1	dJ400N23, MAZR, PATZ, RIAZ, ZBTB19, ZNF278, ZSG	ENSG00000100105
TRIOBP	DFNB28, HRIHFB2122, KIAA1662, TAP68, Tara	ENSG00000100106
TFIP11	DKFZP434B194, Spp382, TIP39	ENSG00000100109
GCAT	KBL	ENSG00000100116
GGTLC2	GGTL4	ENSG00000100121
CRYBB1		ENSG00000100122
ANKRD54	LIAR	ENSG00000100124
EIF3L	EIF3EIP, EIF3S11, EIF3S6IP, HSPC021, HSPC025	ENSG00000100129
SNU13	15.5K, FA-1, NHP2L1, SNRNP15-5, SPAG12, SSFA1	ENSG00000100138
MICALL1	KIAA1668, MICAL-L1, MIRAB13	ENSG00000100139
POLR2F	HRBP14.4, RPB6	ENSG00000100142
SOX10	DOM, SOX-10, WS2E, WS4	ENSG00000100146
CCDC134	FLJ22349	ENSG00000100147
DEPDC5	DEP.5, KIAA0645	ENSG00000100150
PICK1	dJ1039K5, MGC15204, PRKCABP	ENSG00000100151
TTC28	KIAA1043	ENSG00000100154
SLC16A8	MCT3, REMP	ENSG00000100156
CENPM	C22orf18, CENP-M, MGC861, Pane1	ENSG00000100162
SEPTIN3	SEP3, SEPT3	ENSG00000100167
SLC5A1	D22S675, NAGT, SGLT1	ENSG00000100170
SLC5A4	DJ90G24.4, SAAT1, SGLT3	ENSG00000100191
KDELR3		ENSG00000100196
CYP2D6	CPD6, CYP2D, CYP2D7AP, CYP2D7BP, CYP2D7P2, CYP2D8P2, CYP2DL1, P450-DB1, P450C2D	ENSG00000100197
DDX17	P72	ENSG00000100201
DMC1	LIM15	ENSG00000100206
TCF20	AR1, SPBP	ENSG00000100207
HSCB	DNAJC20, HSC20, Jac1	ENSG00000100209
CBY1	C22orf2, Cby, Chibby, Chibby1, PGEA1, PIGEA-14, PIGEA14	ENSG00000100211
TOMM22	TOM22	ENSG00000100216
RSPH14	RTDR1	ENSG00000100218
XBP1	XBP2	ENSG00000100219
RTCB	C22orf28, FAAP, HSPC117	ENSG00000100220
JOSD1	KIAA0063	ENSG00000100221
FBXO7	Fbx, FBX7, PARK15	ENSG00000100225
GTPBP1	GP-1, HSPC018	ENSG00000100226
POLDIP3	KIAA1649, PDIP3, PDIP46, SKAR	ENSG00000100227
RAB36		ENSG00000100228
TIMP3	SFD	ENSG00000100234
PPP6R2	dJ579N16.1, KIAA0685, SAP190, SAPS2	ENSG00000100239
SBF1	DENND7A, MTMR5	ENSG00000100241
SUN2	UNC84B	ENSG00000100242
CYB5R3	DIA1	ENSG00000100243
DNAL4	dJ327J16, PIG27	ENSG00000100246
C22orf31	bK747E2.1, HS747E2A	ENSG00000100249
MIOX	ALDRL6	ENSG00000100253
LMF2	TMEM112B, TMEM153	ENSG00000100258
RHBDD3	C22orf3, PTAG	ENSG00000100263
PACSIN2	SDPII	ENSG00000100266
TTLL1	C22orf7, PGs3, TPGS3	ENSG00000100271
RASL10A	RRP22	ENSG00000100276
AP1B1	ADTB1, AP105A, BAM22, CLAPB2	ENSG00000100280
HMGXB4	HMG2L1, P53N, THC211630	ENSG00000100281
TOM1		ENSG00000100284
NEFH	NF-H, NFH	ENSG00000100285
CHKB	CHETK, CHKL	ENSG00000100288
BIK	NBK	ENSG00000100290
HMOX1	bK286B10, HO-1	ENSG00000100292
MCAT	fabD, FASN2C, MCT, MCT1, MT, NET62	ENSG00000100294
THOC5	C22orf19, Fmip, fSAP79, KIAA0983, PK1.3	ENSG00000100296
MCM5	CDC46	ENSG00000100297
APOBEC3H	ARP10	ENSG00000100298
ARSA	ASA	ENSG00000100299
TSPO	BZRP, DBI, IBP, MBR, mDRC, PBR, pk18, PKBS, TSPO1	ENSG00000100300
RASD2	MGC:4834, Rhes, TEM2	ENSG00000100302
TTLL12	KIAA0153	ENSG00000100304
CBX7		ENSG00000100307
PDGFB	SIS, SSV	ENSG00000100311
ACR		ENSG00000100312
CABP7	MGC57793	ENSG00000100314
RPL3	L3	ENSG00000100316
ZMAT5	SNRNP20, ZC3H19	ENSG00000100319
RBFOX2	FOX-2, HNRBP2, HRNBP2, RBM9	ENSG00000100320
SYNGR1		ENSG00000100321
TAB1	MAP3K7IP1	ENSG00000100324
ASCC2	ASC1p100, DKFZp586O0223, FLJ21588	ENSG00000100325
MTMR3	FYVE-DSP1, KIAA0371, ZFYVE10	ENSG00000100330
MIEF1	FLJ20232, L0R8F8, MiD51, SMCR7L	ENSG00000100335
APOL4	APOLIV	ENSG00000100336
PNPLA5	dJ388M5.4, GS2L	ENSG00000100341
APOL1	APOL	ENSG00000100342
PNPLA3	adiponutrin, ADPN, C22orf20, dJ796I17.1, FLJ22012, iPLA2epsilon	ENSG00000100344
MYH9	DFNA17, EPSTS, FTNS, MHA, NMHC-II-A, NMMHCA	ENSG00000100345
CACNA1I	Cav3.3	ENSG00000100346
SAMM50	CGI-51, OMP85, SAM50, TOB55, TRG-3, YNL026W	ENSG00000100347
TXN2	MT-TRX	ENSG00000100348
FOXRED2	ERFAD, FLJ23322	ENSG00000100350
GRAP2	GADS, GRBLG, GrbX, Grf40, Mona	ENSG00000100351
EIF3D	eIF3-p66, eIF3-zeta, EIF3S7	ENSG00000100353
TNRC6B	KIAA1093	ENSG00000100354
SGSM3	DJ1042K10.2, RabGAP-5, RABGAP5, RUSC3, RUTBC3	ENSG00000100359
IFT27	BBS19, FAP156, RABL4, RAYL	ENSG00000100360
PVALB	D22S749	ENSG00000100362
KIAA0930	bK268H5.C22.1, C22orf9	ENSG00000100364
NCF4	p40phox, SH3PXD4	ENSG00000100365
CSF2RB	betaGMR, CD131, IL3RB, IL5RB	ENSG00000100368
SLC25A17	PMP34	ENSG00000100372
UPK3A	UPK3	ENSG00000100373
FAM118A	bK268H5.C22.4, C22orf8, FLJ20635	ENSG00000100376
KCTD17	FLJ12242	ENSG00000100379
ST13	FAM10A1, HIP, HSPABP1, P48, SNC6	ENSG00000100380
IL2RB	CD122, IL15RB	ENSG00000100385
RBX1	BA554C12.1, RNF75, ROC1	ENSG00000100387
EP300	KAT3B, p300	ENSG00000100393
L3MBTL2	dJ756G23.3, DKFZP761I141, H-l(3)mbt-l	ENSG00000100395
CHADL	SLRR4B	ENSG00000100399
RANGAP1	Fug1, KIAA1835, SD	ENSG00000100401
ZC3H7B	DKFZp434K0920, FLJ13787, KIAA1031, RoXaN	ENSG00000100403
PHF5A	bK223H9.2, INI, MGC1346, Rds3, SAP14b, SF3b14b, SF3B7	ENSG00000100410
ACO2	ACONM	ENSG00000100412
POLR3H	C25, KIAA1665, RPC8	ENSG00000100413
TRMU	FLJ10140, MTO2, MTU1, TRMT	ENSG00000100416
PMM1	Sec53	ENSG00000100417
DESI1	D15Wsu75e, DESI-1, FAM152B, POST, PPPDE2	ENSG00000100418
CERK	dA59H18.2, dA59H18.3, DKFZp434E0211, FLJ21430, FLJ23239, hCERK, KIAA1646, LK4	ENSG00000100422
BRD1	BRL, BRPF2	ENSG00000100425
ZBED4	KIAA0637	ENSG00000100426
MLC1	KIAA0027, LVM, MLC, VL	ENSG00000100427
HDAC10	DKFZP761B039	ENSG00000100429
KCNK10	K2p10.1, PPP1R97, TREK-2, TREK2	ENSG00000100433
ABHD4	FLJ12816	ENSG00000100439
KHNYN	KIAA0323	ENSG00000100441
FKBP3	FKBP-25, FKBP25	ENSG00000100442
SDR39U1	C14orf124, HCDI	ENSG00000100445
CTSG	CG	ENSG00000100448
GZMH	CCP-X, CGL-2, CSP-C, CTLA1, CTSGL2	ENSG00000100450
GZMB	CCPI, CGL-1, CGL1, CSP-B, CSPB, CTLA1, CTSGL1, HLP, SECT	ENSG00000100453
RBM23	CAPERbeta, FLJ10482, RNPC4	ENSG00000100461
PRMT5	HRMT1L5, SKB1, SKB1Hs	ENSG00000100462
COCH	COCH-5B2, DFNA31, DFNA9	ENSG00000100473
